ID,SumFormula,CellVolume,FormulaUnitsPerCell,FormulaWeight,Temperature,Pressure,Density,Year,NumElements,NumRhodium
617003,Bi2 Rh1,291.60,4,519.0345,500.00,0.101325,11.82,1977,2,1.0
24699,B1 Rh2,160.49,4,212.9600,293.00,0.101325,8.81,1954,2,2.0
617009,Bi2 Rh1,280.10,4,519.0345,293.00,0.101325,12.31,1958,2,1.0
617008,Bi1 Rh1,82.00,2,310.0545,293.00,0.101325,12.56,1962,2,1.0
617013,Bi1 Rh1 S1,231.25,4,342.1185,293.00,0.101325,9.83,1963,3,1.0
617015,Bi2 Rh3 Si2,544.81,4,777.3555,293.00,0.101325,9.48,1983,3,3.0
198330,Ce1 Rh2 Si2,170.29,2,398.4410,293.00,0.101325,7.77,1984,3,2.0
645684,Nd2 P7 Rh12,304.89,1,1718.1640,293.00,0.101325,9.36,1985,3,12.0
617014,Bi1 Rh1 Se1,248.03,4,389.0145,293.00,0.101325,10.42,1963,3,1.0
645685,Nd1 P2 Rh2,162.78,2,408.3290,293.00,0.101325,8.33,1987,3,2.0
617016,Bi1 Rh1 Te1,275.13,4,437.6545,293.00,0.101325,10.57,1963,3,1.0
24719,Rh1 Si1,102.18,4,129.1605,293.00,0.101325,8.40,1954,2,1.0
96031,Ba1.1432 Co0.1429 O3.0009 Rh0.8574,396.62,6,300.1009,293.00,0.101325,7.54,2001,4,0.8574
96030,Ba1.1432 Co0.1429 O3.0009 Rh0.8574,226.64,3,300.1009,293.00,0.101325,6.60,2001,4,0.8574
247391,Co0.8 Hf0.5 Rh0.2 Sb0.99 Sn0.01 Zr0.5,225.92,4,323.9333,293.00,0.101325,9.52,2010,6,0.2
247392,Co0.7 Hf0.5 Rh0.3 Sb0.99 Sn0.01 Zr0.5,229.23,4,328.1478,293.00,0.101325,9.51,2010,6,0.3
247390,Co0.9 Hf0.5 Rh0.1 Sb0.99 Sn0.01 Zr0.5,225.86,4,319.7189,293.00,0.101325,9.40,2010,6,0.1
39235,H8 N8 Na1 O12 Rh1,1163.26,4,436.1725,293.00,0.101325,2.49,1990,5,1.0
417454,Dy4 Mg1 Rh1,2553.94,16,775.3845,293.00,0.101325,8.07,2007,3,1.0
417455,Ho3.52 Mg1.48 Rh1,2491.67,16,717.6069,293.00,0.101325,7.65,2007,3,1.0
417452,Mg1 Rh1 Sm4,2697.81,16,726.7845,293.00,0.101325,7.16,2007,3,1.0
417453,Gd4 Mg1 Rh1,2632.65,16,754.3845,293.00,0.101325,7.61,2007,3,1.0
417456,Er3.94 Mg1.06 Rh1,2490.02,16,785.8475,293.00,0.101325,8.39,2007,3,1.0
426407,Er4 Rh7 Sb6,653.97,2,2107.0615,293.00,0.101325,10.70,2013,3,7.0
426406,Rh7 Sb6 Tb4,663.05,2,2073.7015,293.00,0.101325,10.39,2013,3,7.0
172749,C4 Rh1 Sc3,184.85,2,283.9985,293.00,0.101325,5.10,2005,3,1.0
247395,Co0.4 Hf0.5 Rh0.6 Sb0.99 Sn0.01 Zr0.5,235.59,4,340.7911,293.00,0.101325,9.61,2010,6,0.6
247396,Co0.3 Hf0.5 Rh0.7 Sb0.99 Sn0.01 Zr0.5,237.87,4,345.0056,293.00,0.101325,9.63,2010,6,0.7
641632,La1 P2 Rh2,168.05,2,402.9990,293.00,0.101325,7.96,1987,3,2.0
247393,Co0.6 Hf0.5 Rh0.4 Sb0.99 Sn0.01 Zr0.5,230.29,4,332.3622,293.00,0.101325,9.59,2010,6,0.4
247394,Co0.5 Hf0.5 Rh0.5 Sb0.99 Sn0.01 Zr0.5,233.51,4,336.5767,293.00,0.101325,9.57,2010,6,0.5
105957,Rh5 Ti3,227.87,2,649.0725,293.00,0.101325,9.46,1969,2,5.0
247399,Hf0.5 Rh1 Sb0.99 Sn0.01 Zr0.5,243.02,4,357.6489,293.00,0.101325,9.78,2010,5,1.0
172753,Ce1 Ge1 Ir0.31 Rh0.69,235.31,4,342.3434,300.00,0.101325,9.66,2005,4,0.69
172752,Ce1 Ge1 Ir0.31 Rh0.69,233.95,4,342.3434,150.00,0.101325,9.72,2005,4,0.69
247397,Co0.2 Hf0.5 Rh0.8 Sb0.99 Sn0.01 Zr0.5,241.62,4,349.2200,293.00,0.101325,9.60,2010,6,0.8
172751,Ce1 Ge1 Ir0.31 Rh0.69,233.86,4,342.3434,100.00,0.101325,9.72,2005,4,0.69
247398,Co0.1 Hf0.5 Rh0.9 Sb0.99 Sn0.01 Zr0.5,241.99,4,353.4345,293.00,0.101325,9.70,2010,6,0.9
423669,Br3 Rh1 Te6,1809.71,6,1106.3745,293.00,0.101325,6.09,2012,3,1.0
195776,Bi12 Cl2 Rh3,3743.69,8,2881.8835,296.00,0.101325,10.22,2014,3,3.0
195777,Bi14 Rh3,3796.89,8,3228.9435,296.00,0.101325,11.30,2014,2,3.0
600683,Rh1 Ru1 S4,176.28,2,330.4005,293.00,0.101325,6.22,1983,3,1.0
423671,I3 Rh1 Te6,2003.92,6,1247.3745,293.00,0.101325,6.20,2012,3,1.0
84201,Ge6 Rh7 Sc4,536.48,2,1322.9015,293.00,0.101325,8.19,1984,3,7.0
201071,C29 H24 Cs1 N3 O21 Pt1 Rh10,4643.51,4,2089.2560,293.00,0.101325,2.99,1982,7,10.0
103949,Ga17 Rh10,1603.72,4,2195.9850,293.00,0.101325,9.10,1967,2,10.0
103948,Ga1 Rh1,27.17,1,170.7945,293.00,0.101325,10.44,1983,2,1.0
424969,H7 K1 N6 O8.5 Rh1,1032.99,4,367.2640,296.00,0.101325,2.36,2013,5,1.0
645758,Nd1 Rh1,179.07,4,245.3145,293.00,0.101325,9.10,1965,2,1.0
645759,Nd1 Rh3,423.31,6,447.4635,293.00,0.101325,10.53,1972,2,3.0
645757,Nd1 Rh2,432.77,8,346.3890,293.00,0.101325,10.63,1959,2,2.0
645762,Nd5 Rh4,837.39,4,1125.4980,293.00,0.101325,8.93,1976,2,4.0
417586,B2 Fe1 Rh4 Ru1 Sc2,263.85,2,672.7600,273.00,0.101325,8.47,2007,5,4.0
645763,Nd5 Rh4,837.42,4,1125.4980,293.00,0.101325,8.93,1976,2,4.0
417587,B2 Fe1 Rh1 Ru4 Sc2,261.74,2,672.7465,273.00,0.101325,8.54,2007,5,1.0
645760,Nd7.5 Rh2.5,552.01,2,1334.4863,293.00,0.101325,8.03,1972,2,2.5
57707,Al0.82 Cu0.11 Rh1,26.22,1,130.1886,293.00,0.101325,8.24,1986,3,1.0
645761,Nd7 Rh3,543.95,2,1312.9035,293.00,0.101325,8.02,1973,2,3.0
417588,B2 Fe1 Rh3 Ru2 Sc2,263.88,2,672.7555,273.00,0.101325,8.47,2007,5,3.0
645774,Nd1 Rh3 Si2,383.52,4,503.6355,293.00,0.101325,8.72,1988,3,3.0
41534,O3 Rh2,201.01,4,250.1460,293.00,0.101325,8.27,1981,2,2.0
247424,Eu1 Rh2.035 Si1.965,171.26,2,412.8356,293.00,0.101325,8.01,2010,3,2.035
645778,Nd1 Rh1 Si3,171.16,2,329.5725,293.00,0.101325,6.39,1985,3,1.0
96100,H38 Ga1 Mo6 O40 Rh1,847.15,1,1424.6985,293.00,0.101325,2.79,2002,5,1.0
645776,Nd1 Rh2 Si2,165.91,2,402.5610,293.00,0.101325,8.06,1985,3,2.0
645780,Nd1 Rh2 Si2,167.39,2,402.5610,293.00,0.101325,7.99,1983,3,2.0
645781,Nd2 Rh1 Si3,480.05,4,473.8125,293.00,0.101325,6.56,1984,3,1.0
645785,Nd1 Rh0.4 Sn2,342.25,4,422.0498,293.00,0.101325,8.19,1990,3,0.4
425961,H5 K2 N6 O11 Rh1,1215.04,4,444.3455,296.00,0.101325,2.43,2014,5,1.0
426008,H15 N10 O10 Pd1 Rh1,1405.33,4,522.6545,298.00,0.101325,2.47,2014,5,1.0
645788,Nd5 Rh4 Sn10,898.22,2,2312.3980,293.00,0.101325,8.55,1989,3,4.0
425959,H16 N8 O8.5 Rh1,601.93,2,365.2500,296.00,0.101325,2.02,2014,4,1.0
645789,Nd3 Rh4 Sn13,905.92,2,2379.9880,293.00,0.101325,8.73,1980,3,4.0
425960,H15 N10 O10 Pd1 Rh1,1415.59,4,522.6545,296.00,0.101325,2.45,2014,5,1.0
424970,H10 Ag1 N6 O10 Rh1,1152.68,4,463.0565,296.00,0.101325,2.67,2013,5,1.0
424971,H6 Cs1 N6 O8 Rh1,1080.25,4,452.0665,296.00,0.101325,2.78,2013,5,1.0
413568,In1.33 Rh0.53 Sc1,350.72,6,251.2401,293.00,0.101325,7.14,2004,3,0.53
637610,Ge1 Pr1 Rh1,235.20,4,314.5745,293.00,0.101325,8.88,1982,3,1.0
658091,Rh1 Si3 Th2,244.70,2,649.3925,293.00,0.101325,8.81,1994,3,1.0
637611,Ge2 Pr1 Rh2,179.47,2,488.2390,293.00,0.101325,9.03,1985,3,2.0
637614,Ge1 Pr2 Rh3,328.74,3,657.6335,293.00,0.101325,9.97,1987,3,3.0
637612,Ge3 Pr1 Rh1,192.32,2,459.7545,293.00,0.101325,7.94,1985,3,1.0
637613,Ge2 Pr1 Rh2,179.54,2,488.2390,293.00,0.101325,9.03,1985,3,2.0
649904,Pu1 Rh2,419.85,8,446.1490,293.00,0.101325,14.12,1973,2,2.0
413720,Mg3 Rh1,446.79,6,174.0045,293.00,0.101325,3.88,2004,2,1.0
230734,Ge1 Ir0.14 Rh0.86 U1,227.44,4,424.5921,293.00,0.101325,12.40,2017,4,0.86
641723,La1 Rh3,428.71,6,442.1335,293.00,0.101325,10.28,1972,2,3.0
73586,Cl6 K3 Rh1,1048.82,4,431.0745,293.00,0.101325,2.73,1993,3,1.0
641720,La1 Rh2,447.00,8,341.0590,293.00,0.101325,10.14,1959,2,2.0
230732,Ge1 Ir0.45 Rh0.55 U1,223.62,4,453.1510,293.00,0.101325,13.46,2017,4,0.55
2179,Rh1 Te2,268.10,4,356.2745,293.00,0.101325,8.83,1978,2,1.0
641721,La1 Rh1,188.56,4,239.9845,293.00,0.101325,8.45,1965,2,1.0
230733,Ge1 Ir0.43 Rh0.57 U1,223.85,4,451.3085,293.00,0.101325,13.39,2017,4,0.57
2180,Rh0.98 Te2,267.61,4,354.2530,293.00,0.101325,8.79,1978,2,0.98
641726,La7 Rh3,584.56,2,1275.5935,293.00,0.101325,7.25,1973,2,3.0
2181,Rh0.95 Te2,267.02,4,351.2208,293.00,0.101325,8.74,1978,2,0.95
641727,La5 Rh4,886.73,4,1098.8480,293.00,0.101325,8.23,1976,2,4.0
230731,Ge1 Ir0.58 Rh0.42 U1,224.49,4,465.1273,293.00,0.101325,13.76,2017,4,0.42
2182,Rh0.931 Te2,266.63,4,349.3004,293.00,0.101325,8.70,1978,2,0.931
641724,La1 Rh3,650.01,9,442.1335,293.00,0.101325,10.17,1972,2,3.0
2183,Rh0.9 Te2,265.93,4,346.1671,293.00,0.101325,8.65,1978,2,0.9
641725,La3 Rh1,585.66,5,517.8045,293.00,0.101325,7.34,1972,2,1.0
230729,Ce2 Rh3 Sn5,859.83,4,1176.9135,293.00,0.101325,9.09,2017,3,3.0
2184,Rh0.862 Te2,265.50,4,342.3262,293.00,0.101325,8.56,1978,2,0.862
621249,Ce1 Ge2 Rh2,180.93,2,487.4490,293.00,0.101325,8.95,1989,3,2.0
2185,Rh0.82 Te2,265.03,4,338.0811,293.00,0.101325,8.47,1978,2,0.82
2186,Rh3 Te8,265.23,1,1324.0235,293.00,0.101325,8.29,1978,2,3.0
621251,Ce1 Ge2 Rh2,180.64,2,487.4490,293.00,0.101325,8.96,1985,3,2.0
641729,La1 Rh2,447.00,8,341.0590,293.00,0.101325,10.14,1965,2,2.0
621250,Ce1 Ge1 Rh1,236.17,4,313.7845,293.00,0.101325,8.82,1982,3,1.0
641734,La4 Rh3,710.21,4,858.8635,293.00,0.101325,8.03,1969,2,3.0
641735,La2 Rh7,634.70,4,985.3415,293.00,0.101325,10.31,1969,2,7.0
621252,Ce1 Ge3 Rh1,193.57,2,458.9645,293.00,0.101325,7.87,1985,3,1.0
621255,Ce1 Ge2 Rh2,180.93,2,487.4490,293.00,0.101325,8.95,1985,3,2.0
641733,La1 Rh2,443.85,8,341.0590,293.00,0.101325,10.21,1969,2,2.0
641738,La1 Rh3,650.01,9,442.1335,293.00,0.101325,10.17,1969,2,3.0
97850,H17 Cl5 N5 O1 Pd1 Rh1,1343.26,4,487.8945,293.00,0.101325,2.41,2002,6,1.0
641743,La1 Rh3 Si2,391.97,4,498.3055,293.00,0.101325,8.44,1988,3,3.0
621260,Ce1 Ge1 Rh2 Si1,176.54,2,442.9450,293.00,0.101325,8.33,1989,4,2.0
641740,La2 Rh7,971.92,6,985.3415,293.00,0.101325,10.10,1969,2,7.0
106809,Nd1 Rh2 Si2,164.80,2,402.5610,293.00,0.101325,8.11,1988,3,2.0
641747,La1 Rh2 Si2,174.50,2,397.2310,293.00,0.101325,7.56,1984,3,2.0
101099,Hf2 Rh1,1872.46,32,458.0545,293.00,0.101325,13.00,1958,2,1.0
59179,Li1 O2 Rh1,595.40,16,140.0115,293.00,0.101325,6.25,1986,3,1.0
106806,In2 Li1 Rh1,267.09,4,337.6535,293.00,0.101325,8.40,1990,3,1.0
641750,La1 Rh2 Si2,174.50,2,397.2310,293.00,0.101325,7.56,1983,3,2.0
641751,La2 Rh1 Si3,504.48,4,463.1525,293.00,0.101325,6.10,1984,3,1.0
641749,La1 Rh1 Si1,249.57,4,268.0705,293.00,0.101325,7.13,1982,3,1.0
641754,La1 Rh1 Sn2,376.61,4,477.3645,293.00,0.101325,8.42,1990,3,1.0
641752,La1 Rh2 Si2,173.88,2,397.2310,293.00,0.101325,7.59,1984,3,2.0
59162,C12 H2 O12 Rh2 Ru2,962.40,2,742.4250,293.00,0.101325,2.56,1986,5,2.0
104056,Gd1 In1 Rh1,191.64,3,373.1445,293.00,0.101325,9.70,1974,3,1.0
641758,La3 Rh4 Sn13,925.43,2,2363.9980,293.00,0.101325,8.48,1982,3,4.0
641756,La3 Rh4 Sn13,925.43,2,2363.9980,293.00,0.101325,8.48,1980,3,4.0
180949,Ce1 Rh3 Si0.125,67.20,1,446.8543,293.00,0.101325,11.04,2011,3,3.0
107874,Al0.075 Rh0.925,54.95,4,95.5174,293.00,0.101325,11.55,1991,2,0.925
180948,Ce1 Rh1.82 Si0.18,426.36,8,329.1311,293.00,0.101325,10.25,2011,3,1.82
637674,Ge1 Rh2,164.72,4,274.7390,293.00,0.101325,11.08,1955,2,2.0
637675,Ge1 Rh1,120.04,4,173.6645,293.00,0.101325,9.61,1955,2,1.0
637679,Ge3 Rh2 S3,1704.11,12,516.1110,293.00,0.101325,6.04,1981,3,2.0
100987,C2 Nd1 Rh1,113.06,2,269.3365,293.00,0.101325,7.91,1988,3,1.0
637677,Ge4 Rh1,258.89,3,391.4345,293.00,0.101325,7.53,1984,2,1.0
637682,Ge1 Rh1 Sc1,197.30,4,218.6245,293.00,0.101325,7.36,1982,3,1.0
180966,In0.1 Rh4 Sb12,788.25,2,1876.7800,293.00,0.101325,7.91,2011,3,4.0
100986,C2 La1 Rh1,243.27,4,264.0065,293.00,0.101325,7.21,1988,3,1.0
637680,Ge3 Rh2 S3,566.55,4,516.1110,293.00,0.101325,6.05,1978,3,2.0
637681,Ge1 Rh1 Sc1,146.26,3,218.6245,293.00,0.101325,7.45,1982,3,1.0
637686,Ge3 Rh2 Se3,1872.37,12,656.7990,293.00,0.101325,6.99,1981,3,2.0
60779,B4 Er1 Rh4,824.09,8,614.8020,298.00,0.101325,9.91,1986,3,4.0
637687,Ge1 Rh1 Sm1,230.91,4,324.0145,293.00,0.101325,9.32,1982,3,1.0
637690,Ge2 Rh2 Sm1,176.54,2,497.6790,293.00,0.101325,9.36,1985,3,2.0
421488,Rh7 Sb6 Yb4,649.24,2,2130.1815,293.00,0.101325,10.90,2010,3,7.0
637688,Ge13 Rh4 Sm3,725.36,2,1799.0180,293.00,0.101325,8.24,1985,3,4.0
637689,Ge2 Rh2 Sm1,175.35,2,497.6790,293.00,0.101325,9.43,1985,3,2.0
88961,Cu1 O4 Rh2,301.51,4,329.6950,298.00,0.101325,7.26,1999,3,2.0
88962,Cu1 O4 Rh2,624.74,8,329.6950,923.00,0.101325,7.01,1999,3,2.0
637695,Ge1 Rh1 Tb1,223.87,4,332.5845,293.00,0.101325,9.87,1982,3,1.0
2272,H15 Cl3 N5 Rh1,949.87,4,292.5795,293.00,0.101325,2.05,1978,4,1.0
637696,Ge13 Rh4 Tb3,716.92,2,1824.7280,293.00,0.101325,8.45,1985,3,4.0
637697,Ge2 Rh2 Tb1,174.33,2,506.2490,293.00,0.101325,9.64,1985,3,2.0
637702,Ge10 Rh4 Tb5,720.83,2,1924.7980,293.00,0.101325,8.87,1984,3,4.0
637700,Ge2 Rh2 Tb1,174.33,2,506.2490,293.00,0.101325,9.64,1985,3,2.0
637701,Ge1 Rh1 Tb1,227.29,4,332.5845,300.00,0.101325,9.72,1988,3,1.0
60807,O6.5 Pb2 Rh0.5 Sb1.5,1148.98,8,751.5358,293.00,0.101325,8.69,1985,4,0.5
637707,Ge2 Rh2 Th1,179.68,2,579.3590,293.00,0.101325,10.71,1984,3,2.0
257642,Ir0.84 O4 Rh0.16 Sr2,772.94,8,417.6959,100.00,0.101325,7.18,2015,4,0.16
637710,Ge6 Rh7 Tm4,566.84,2,1818.7815,293.00,0.101325,10.66,1985,3,7.0
637711,Ge13 Rh4 Tm3,704.73,2,1854.7580,293.00,0.101325,8.74,1985,3,4.0
637708,Ge1 Rh1 Ti1,539.46,12,221.5645,293.00,0.101325,8.18,1987,3,1.0
421415,B12 Rh17 Sc4,1547.95,4,2027.8385,293.00,0.101325,8.70,2008,3,17.0
106868,In1 Rh2 U2,205.66,2,793.0290,293.00,0.101325,12.81,1993,3,2.0
637712,Ge2 Rh2 Tm1,167.21,2,516.2590,293.00,0.101325,10.25,1985,3,2.0
257641,Ir0.88 O4 Rh0.12 Sr2,773.66,8,421.3809,100.00,0.101325,7.24,2015,4,0.12
637713,Ge10 Rh4 Tm5,700.43,2,1974.8480,293.00,0.101325,9.36,1984,3,4.0
637718,Ge2 Rh2 U1,168.52,2,585.3590,293.00,0.101325,11.54,1987,3,2.0
107913,Am1 Rh2,430.03,8,445.1490,293.00,0.101325,13.75,1973,2,2.0
637716,Ge2 Rh2 U1,168.48,2,585.3590,293.00,0.101325,11.54,1990,3,2.0
106865,In1 Np2 Rh2,207.29,2,790.9690,293.00,0.101325,12.67,1993,3,2.0
57987,Al0.5 Mn0.5 Rh1,27.08,1,142.0345,293.00,0.101325,8.71,1976,3,1.0
57986,Al1 Mn1 Rh2,218.38,4,284.0690,293.00,0.101325,8.64,1972,3,2.0
637723,Ge1 Rh1 Y1,222.73,4,262.5695,293.00,0.101325,7.83,1982,3,1.0
637720,Ge1 Rh1 U1,223.84,4,411.6945,293.00,0.101325,12.22,1990,3,1.0
637721,Ge2 Rh1 U1,598.76,8,484.2845,293.00,0.101325,10.74,1989,3,1.0
104125,Gd1 Rh1,40.53,1,258.3245,293.00,0.101325,10.58,1973,2,1.0
637724,Ge13 Rh4 Y3,710.45,2,1614.6830,293.00,0.101325,7.55,1985,3,4.0
637725,Ge2 Rh2 Y1,171.83,2,436.2340,293.00,0.101325,8.43,1985,3,2.0
104126,Gd1 Rh1,40.80,1,258.3245,293.00,0.101325,10.51,1965,2,1.0
104129,Gd3 Rh4 Sn13,895.28,2,2419.0180,293.00,0.101325,8.97,1986,3,4.0
637728,Ge10 Rh4 Y5,715.43,2,1574.7230,293.00,0.101325,7.31,1984,3,4.0
104128,Gd1 Rh5,99.60,1,662.6225,293.00,0.101325,11.05,1973,2,5.0
637734,Ge2 Rh2 Yb1,166.07,2,520.3690,293.00,0.101325,10.41,1985,3,2.0
637735,Ge10 Rh4 Yb5,703.05,2,1995.3980,293.00,0.101325,9.43,1984,3,4.0
637732,Ge6 Rh7 Yb4,562.33,2,1835.2215,293.00,0.101325,10.84,1985,3,7.0
637733,Ge13 Rh4 Yb3,714.76,2,1867.0880,293.00,0.101325,8.68,1985,3,4.0
637736,Ge2 Rh1 Zr1,781.85,12,337.4745,293.00,0.101325,8.60,1985,3,1.0
245517,Bi14 Rh3,3806.00,8,3228.9435,295.00,0.101325,11.27,2007,2,3.0
637737,Ge1 Rh1 Zr1,198.94,4,264.8845,293.00,0.101325,8.84,1972,3,1.0
245518,Bi12 Br2 Rh3,3840.54,8,2970.7835,293.00,0.101325,10.28,2007,3,3.0
60861,Rh6 Sn18.4 Tb4.6,2612.11,4,3521.3750,293.00,0.101325,8.95,1987,3,6.0
426891,Bi12 Cl2 Rh3,3743.68,8,2881.8835,296.00,0.101325,10.23,2014,3,3.0
60862,Rh6 Sn17.6 Tb5,5224.21,8,3489.9910,293.00,0.101325,8.87,1987,3,6.0
426890,Bi14 Rh3,3796.94,8,3228.9435,296.00,0.101325,11.30,2014,2,3.0
106921,Nd1 Rh1.2 Ru0.8 Si2,167.84,2,402.5574,4.20,0.101325,7.97,2000,4,1.2
106922,Nd1 Rh0.2 Ru1.8 Si2,167.00,2,402.5529,4.20,0.101325,8.01,2000,4,0.2
106649,Fe1 Ir0.05 Rh0.95,26.65,1,161.5308,350.00,0.101325,10.06,1994,3,0.95
421555,Li13.7 Rh8 Si18.3,2232.17,4,1417.6341,293.00,0.101325,4.22,2010,3,8.0
621385,Ce1 In1 Rh1,200.44,3,356.0145,293.00,0.101325,8.85,1983,3,1.0
621384,Ce1 In1 Rh1,199.77,3,356.0145,293.00,0.101325,8.88,1989,3,1.0
425162,H32 Na8 O52 Rh2 W10,2648.05,2,3088.7730,150.00,0.101325,3.87,2013,5,2.0
425163,H46.5 Na8 O59.25 Rh2 W10,5371.48,4,3219.3818,100.00,0.101325,3.98,2013,5,2.0
106935,Pd0.9 Rh0.1,58.47,4,105.8675,293.00,0.101325,12.03,2000,2,0.1
106937,Co0.05 Pd0.9 Rh0.05,58.23,4,103.7602,293.00,0.101325,11.84,2000,3,0.05
414506,In4 Rh2 Sc5,446.86,2,886.2290,293.00,0.101325,6.59,2005,3,2.0
107963,As7 Rh12,273.74,1,1737.3340,293.00,0.101325,10.54,1985,2,12.0
107964,As1.78 Rh1.51 U1,160.91,2,524.0101,293.00,0.101325,10.82,1988,3,1.51
107965,As1 Rh1 V1,172.43,4,226.9345,80.00,0.101325,8.74,1984,3,1.0
58932,Ca3 Rh4 Sn13,918.39,2,2067.5080,293.00,0.101325,7.48,1989,3,4.0
58931,Ca3 Rh4 Sn13,919.44,2,2067.5080,293.00,0.101325,7.47,1989,3,4.0
106671,Fe1 Pt0.5 Rh0.5,26.72,1,203.9323,293.00,0.101325,12.68,1994,3,0.5
106958,Np1 Rh2 Si2,164.37,2,495.3210,293.00,0.101325,10.01,1995,3,2.0
41149,Mn1 Rh1 Si1,167.99,4,184.1005,293.00,0.101325,7.28,1982,3,1.0
170598,Na1 O4 Rh2,294.16,4,289.1350,295.00,0.101325,6.53,2005,3,2.0
41155,Ge1 Mn1 Rh1,529.58,12,228.6045,293.00,0.101325,8.60,1982,3,1.0
170597,Ca1 O4 Rh2,293.49,4,306.2250,298.00,0.101325,6.93,2005,3,2.0
429582,O15 P3 Rh1 W2,4361.69,16,801.6695,293.00,0.101325,4.88,2015,4,1.0
161218,Re0.75 Rh0.25,28.76,2,164.9186,293.00,0.101325,19.04,2007,2,0.25
77789,P7 Rh12 Zr2,295.89,1,1612.1240,293.00,0.101325,9.05,1984,3,12.0
417261,C6 H36 Cl2 N16 O3 Re6 Rh2 S8,1928.91,2,2027.2240,273.00,0.101325,3.49,2007,8,2.0
103299,Er3 Rh1,406.27,4,602.8545,293.00,0.101325,9.86,1972,2,1.0
101755,C1 Rh2,69.27,2,214.1600,293.00,0.101325,10.27,2020,2,2.0
106714,Ga1 Li2 Rh1,219.47,4,184.6725,293.00,0.101325,5.59,1990,3,1.0
417442,B2 Li2 Rh3,153.10,2,338.7235,173.00,0.101325,7.35,2007,3,3.0
106975,In1 La2 Rh2,233.07,2,594.7890,293.00,0.101325,8.48,1995,3,2.0
106715,Ga2 Li1 Rh1,216.76,4,247.4535,293.00,0.101325,7.58,1990,3,1.0
106976,In1 Nd2 Rh2,220.90,2,605.4490,293.00,0.101325,9.10,1995,3,2.0
418268,In0.54 Mg0.46 Rh1 Y4,2573.04,16,529.8799,293.00,0.101325,5.47,2008,4,1.0
98044,O7 Rh2 Sr3,625.28,4,577.0020,293.00,0.101325,6.13,2002,3,2.0
247951,Ga1 Mn2 Rh1,218.92,4,280.6745,293.00,0.101325,8.52,2014,3,1.0
418620,In3.075 La1 Mg0.925 Rh1,269.86,2,615.5428,293.00,0.101325,7.58,2008,4,1.0
260373,Ge1 Rh1 Te1,466.66,8,301.2645,293.00,0.101325,8.58,2009,3,1.0
428475,Ge1 Rh1 Sc1,198.62,4,218.6245,293.00,0.101325,7.31,2015,3,1.0
157779,Fe1 Li0.5 O4 Rh1.5,600.08,8,274.9273,293.00,0.101325,6.09,2006,4,1.5
617370,C2 Ce1 Rh1,237.80,4,265.2165,293.00,0.101325,7.41,1988,3,1.0
417001,As2 Rh2 Sr1,393.63,4,439.6090,523.00,0.101325,7.42,2007,3,2.0
416983,As2 Ba1 Rh2,209.77,2,489.3290,293.00,0.101325,7.75,2007,3,2.0
416982,As2 Eu1 Rh2,187.22,2,503.9490,293.00,0.101325,8.94,2007,3,2.0
108043,B0.9 Dy1 Rh3,71.94,1,475.4534,293.00,0.101325,10.97,1973,3,3.0
417002,As2 Rh2 Sr1,193.28,2,439.6090,293.00,0.101325,7.55,2007,3,2.0
108045,B0.9 Eu1 Rh3,73.40,1,464.9134,293.00,0.101325,10.52,1973,3,3.0
108056,B0.85 Gd1 Rh3,72.93,1,469.6629,293.00,0.101325,10.69,1973,3,3.0
58151,Al1 Rh1,26.15,1,128.0545,293.00,0.101325,8.13,1964,2,1.0
58153,Al5 Rh2,423.75,4,337.0490,293.00,0.101325,5.28,1967,2,2.0
58152,Al5 Rh2,423.26,4,337.0490,293.00,0.101325,5.29,1964,2,2.0
101756,C1 Rh2,69.31,2,214.1600,293.00,0.101325,10.26,2020,2,2.0
108061,B0.8 La1 Rh3,76.44,1,450.7823,293.00,0.101325,9.79,1973,3,3.0
61381,Rh2 Si1 Y1,393.03,6,319.1400,293.00,0.101325,8.09,1985,3,2.0
108062,B0.8 Lu1 Rh3,70.55,1,486.8423,293.00,0.101325,11.46,1973,3,3.0
609210,Al13 Rh4,1604.05,6,755.0380,293.00,0.101325,4.69,1983,2,4.0
609212,Al1 Rh1,26.62,1,128.0545,293.00,0.101325,7.99,1957,2,1.0
609215,Al1 Rh1,26.30,1,128.0545,293.00,0.101325,8.08,1968,2,1.0
609214,Al1 Rh1,26.48,1,128.0545,293.00,0.101325,8.03,1983,2,1.0
108060,B0.95 Ho1 Rh3,71.37,1,478.4240,293.00,0.101325,11.13,1973,3,3.0
609217,Al1 Rh1 Th1,184.07,3,360.0845,293.00,0.101325,9.75,1968,3,1.0
235793,Na0.5 O2 Rh1,350.75,8,144.5675,293.00,0.101325,5.47,2019,3,1.0
609216,Al16 Rh7 Sc6,1879.08,4,1408.9615,293.00,0.101325,4.98,1973,3,7.0
106775,Hf0.9 Rh1.1,33.19,1,271.8230,293.00,0.101325,13.60,1964,2,1.1
414508,Ce1 Ge1 Rh1,236.31,4,313.7845,300.00,0.101325,8.82,2005,3,1.0
108070,B0.9 Nd1 Rh3,73.82,1,457.1934,293.00,0.101325,10.28,1973,3,3.0
108071,B2 Nd1 Rh3,80.11,1,469.0855,293.00,0.101325,9.72,1983,3,3.0
609218,Al16 Rh7 Ti6,1786.98,4,1426.6015,293.00,0.101325,5.30,1966,3,7.0
