ID,SumFormula,CellVolume,FormulaUnitsPerCell,FormulaWeight,Temperature,Pressure,Density,Year,NumElements,NumVanadium
79729,H2 Ni1 O7 V2,283.24,2,274.5990,293.00,0.101325,3.22,1995,4,2.0
261826,Nb1.41 Se9 V0.59,1110.41,4,871.6977,290.00,0.101325,5.21,2011,3,0.59
195438,Cu4 O12 V4,380.81,2,649.9480,300.00,0.101325,5.67,2015,3,4.0
79735,Ca1 O9 P2 V2,667.09,4,347.8910,294.00,0.101325,3.46,1995,4,2.0
611902,Au1 Ga1 V3,304.28,4,419.5100,293.00,0.101325,9.16,1965,3,3.0
44322,V1,27.64,2,50.9400,293.00,0.101325,6.12,1959,1,1.0
15515,In0.6 Li1.2 O4 V1,321.68,4,192.1548,293.00,0.101325,3.97,1981,4,1.0
255842,Ca2 Cd2 Na1 O12 V3,2076.38,8,672.7580,293.00,0.101325,4.30,2018,5,3.0
16345,Ca1 Sb4 V3,1324.05,8,679.9000,200.00,0.101325,6.82,2020,3,3.0
15537,Ba1 S3 V1,220.58,2,284.4720,293.00,0.101325,4.28,1981,3,1.0
79812,La4 O22 Si4 V5,827.63,2,1274.6620,294.00,0.101325,5.11,1995,4,5.0
197432,Si2 V1,115.30,3,107.1120,293.00,0.101325,4.63,1967,2,1.0
197431,C0.825 Ti0.825 V0.175,78.95,4,58.3411,293.00,0.101325,4.91,1966,3,0.175
197429,C1.02 Ti0.89 V0.11,79.73,4,60.4856,293.00,0.101325,5.04,1966,3,0.11
197430,C0.96 Ti0.22 V0.78,73.98,4,61.8018,293.00,0.101325,5.55,1966,3,0.78
50575,As0.54 Cl1 Cu4 O6 V0.46,626.98,4,449.5332,293.00,0.101325,4.76,1998,5,0.46
79855,H4 O6 P1 V1,452.37,4,181.9360,293.00,0.101325,2.67,1995,4,1.0
79856,H6.32 O20.84 P4 V5.12,344.66,1,724.4825,293.00,0.101325,3.49,1995,4,5.12
93584,H1 O31 P5 Tl6 V7,1398.16,2,2234.6270,293.00,0.101325,5.31,2001,5,7.0
93583,H1 K6 O31 P6 V6,1339.96,2,1223.0370,293.00,0.101325,3.03,2001,5,6.0
93586,Ga0.5 S4 V2,900.59,8,264.9960,293.00,0.101325,3.91,2001,3,2.0
49023,Ba2 Ca1 Co1 F14 V2,1099.60,4,741.5700,293.00,0.101325,4.48,1985,5,2.0
79865,Cr1 O4 V1,559.90,8,166.9360,293.00,0.101325,3.96,1995,3,1.0
93588,Ga0.5 Se4 V2,1041.05,8,452.5800,293.00,0.101325,5.78,2001,3,2.0
99742,Ge2 Na1 O6 V1,464.04,4,315.1040,293.00,0.101325,4.51,2004,4,1.0
93587,Ga0.5 S2 Se2 V2,971.77,8,358.7880,293.00,0.101325,4.90,2001,4,2.0
99741,H1.2 La1 Na0.1 O5.05 Ti1 V0.45,170.03,2,294.0366,293.00,0.101325,5.74,2004,6,0.45
99743,Ge2 Li1 O6 V1,441.58,4,299.0530,293.00,0.101325,4.50,2004,4,1.0
79870,H22 N5 O15 P1 V2,771.76,2,465.0460,293.00,0.101325,2.00,1995,5,2.0
99746,O12 Pb5 Si1 V2,635.67,2,1357.9040,293.00,0.101325,7.09,2004,4,2.0
93594,O11 Sr1 V6,385.15,2,569.2490,623.00,0.101325,4.91,2001,3,6.0
15617,Ba3 O4.8 V1,626.04,4,539.7552,293.00,0.101325,5.73,1965,3,1.0
50597,C1 H13 N3 O11 P2 V1,2275.99,8,356.0050,298.00,0.101325,2.08,1999,6,1.0
93596,O11 Pb1 V6,391.65,2,688.8190,623.00,0.101325,5.84,2001,3,6.0
93595,O11 Sr1 V6,375.43,2,569.2490,100.00,0.101325,5.04,2001,3,6.0
93597,O11 Pb1 V6,380.07,2,688.8190,100.00,0.101325,6.02,2001,3,6.0
261900,H4 O9 Th1 V2,378.08,2,481.9330,296.00,0.101325,4.23,2011,4,2.0
93603,Mg2 O7 V2,516.44,4,262.4930,293.00,0.101325,3.38,2001,3,2.0
101311,O9 Sr1 U1 V2,837.90,4,571.5210,180.00,0.101325,4.53,2019,4,2.0
101312,Ca1 O9 U1 V2,404.01,2,523.9810,180.00,0.101325,4.31,2019,4,2.0
101313,O16 Sr3 U1 V4,707.85,2,960.6340,180.00,0.101325,4.51,2019,4,4.0
99775,Ca2 Na1 O12 V3 Zn2,1936.11,8,578.6980,296.00,0.101325,3.97,2004,5,3.0
140686,Cs1.52 Gd1 K1.48 O8 V2,251.52,1,647.0132,296.00,0.101325,4.27,2019,5,2.0
140685,Dy1 K1 O8 Rb2 V2,240.30,1,602.4120,296.00,0.101325,4.16,2019,5,2.0
760311,H8 Al0.16 V3.84,77.74,1,207.9904,293.00,0.101325,4.44,2019,3,3.84
644789,N2 Ti1 V1,73.67,2,126.8540,293.00,0.101325,5.72,1972,3,1.0
408562,Fe1 Mo1 O7 V1,285.92,2,314.7230,293.00,0.101325,3.66,1998,4,1.0
48198,K5 O10 V3,1252.04,4,508.3100,298.00,0.101325,2.70,1985,3,3.0
50645,Ag1 O3 V1,563.28,8,206.8070,296.00,0.101325,4.88,1999,3,1.0
408563,Cr1 Mo1 O7 V1,278.18,2,310.8730,293.00,0.101325,3.71,1998,4,1.0
195510,H85 Na9 O96 Pt2 V18,4168.91,2,3135.5940,173.00,0.101325,2.50,2015,5,18.0
291511,H1 Al0.815 As1.77 Ba0.079 Ca0.452 Fe0.185 O9 Sr1.469 V0.23,366.62,2,479.3244,293.00,0.101325,4.34,2014,9,0.23
415213,O5 P1 V1,753.07,8,161.9050,293.00,0.101325,2.86,2005,3,1.0
99808,O5 V2,179.80,2,181.8750,293.00,0.101325,3.36,2003,2,2.0
99807,H2 K4 O12 V2,1055.09,4,452.2840,293.00,0.101325,2.85,2003,4,2.0
99810,Mo0.08 O5 V1.92,179.23,2,185.4750,293.00,0.101325,3.44,2003,3,1.92
99809,Mo0.04 O5 V1.96,179.14,2,183.6750,293.00,0.101325,3.41,2003,3,1.96
50659,H2 Co0.25 O6 V2,914.36,8,214.6225,293.00,0.101325,3.12,1999,4,2.0
99812,Mo0.16 O5 V1.84,179.42,2,189.0750,293.00,0.101325,3.50,2003,3,1.84
50660,H2 Ni0.25 O6 V2,911.60,8,214.5675,293.00,0.101325,3.13,1999,4,2.0
99811,Mo0.12 O5 V1.88,178.77,2,187.2750,293.00,0.101325,3.48,2003,3,1.88
99814,D6 Na1 O14 S2 V3,772.02,3,476.0200,217.00,0.101325,3.07,2003,5,3.0
99813,Mo0.2 O5 V1.8,179.19,2,190.8750,293.00,0.101325,3.54,2003,3,1.8
50663,H2 Ga1 O10 P2 Rb1 V1,864.74,4,430.0760,293.00,0.101325,3.30,1999,6,1.0
50664,H2 Cs1 Ga1 O10 P2 V1,884.89,4,477.5160,293.00,0.101325,3.58,1999,6,1.0
99815,D6 Na1 O14 S2 V3,767.91,3,476.0200,16.00,0.101325,3.09,2003,5,3.0
253628,C48 H201 N12 Nb12 O88 P1 V10,8966.35,2,4010.4220,293.00,0.101325,1.49,2017,7,10.0
59827,Li3.24 O13 V6,917.25,4,536.1094,95.00,0.101325,3.88,2004,3,6.0
195524,H20 K5 O37 Pt1 V9,1645.83,2,1461.1730,298.00,0.101325,2.95,2015,5,9.0
183539,C4.002 K2.668 N4.002 V0.667,1332.19,4,242.4198,293.00,0.101325,1.21,1975,4,0.667
50667,Na9 O35 V14,1503.68,2,1480.0350,293.00,0.101325,3.27,1999,3,14.0
49766,H48 O52 V10 Yb2,2077.70,2,1735.8120,293.00,0.101325,2.77,1985,4,10.0
50670,K1 O8 P1 V2,1318.88,8,299.9420,293.00,0.101325,3.02,1999,4,2.0
59832,Mg2 Na6 O15 V4,1389.01,4,630.3050,293.00,0.101325,3.01,2004,4,4.0
79969,S4 V3,220.53,2,281.0760,293.00,0.101325,4.23,1995,2,3.0
160126,Mn0.333 Ti0.333 V0.333,27.49,2,51.2087,293.00,0.101325,6.19,2008,3,0.333
15717,Mo1 Na1 O6 V1,232.44,2,265.8640,293.00,0.101325,3.80,1968,4,1.0
160125,Mn1.2 Ti1 V0.8,166.98,4,154.5800,293.00,0.101325,6.15,2008,3,0.8
59840,H56 Mg3 O56 V10,2296.24,2,1534.7220,93.00,0.101325,2.22,2004,4,10.0
59839,H40 Mg2 Na2 O48 V10,3929.18,4,1412.2720,93.00,0.101325,2.39,2004,5,10.0
99834,Ce1 O3 V1,237.32,4,239.0570,293.00,0.101325,6.69,2003,3,1.0
99835,Ce1 O3 V1,236.77,4,239.0570,2.00,0.101325,6.71,2003,3,1.0
50686,Cu0.56 O7 V2 Zn1.44,582.62,4,343.5938,293.00,0.101325,3.92,1999,4,2.0
50687,Cu1 O7 V2 Zn1,586.40,4,342.7930,293.00,0.101325,3.88,1999,4,2.0
50688,Cu1.53 O7 V2 Zn0.47,586.59,4,341.8284,293.00,0.101325,3.87,1999,4,2.0
160129,O12 Th1 V4,2131.51,8,627.7780,293.00,0.101325,3.91,2008,3,4.0
261946,H16 Na2 O16 P2 V1,1401.15,4,430.9720,100.00,0.101325,2.04,2011,5,1.0
644843,N2 U1 V1,185.19,4,316.9840,293.00,0.101325,11.37,1971,3,1.0
261947,H40 Li8 O52 P8 V4,2363.14,2,1379.3000,100.00,0.101325,1.94,2011,5,4.0
644847,N1 V1,70.96,4,64.9470,293.00,0.101325,6.08,1969,2,1.0
644850,N1 V1,70.95,4,64.9470,293.00,0.101325,6.08,1964,2,1.0
183579,H8 Ca1 O15 Si4 V1,1280.72,4,451.4130,100.00,0.101325,2.34,2011,5,1.0
644849,N1 V1,70.39,4,64.9470,293.00,0.101325,6.13,1967,2,1.0
59850,K4 P2 S9 V1,1674.79,4,557.8560,180.00,0.101325,2.21,2004,4,1.0
183580,H8 Ca1 O15 Si4 V1,1281.34,4,451.4130,296.00,0.101325,2.34,2011,5,1.0
644854,N1 V1,69.17,4,64.9470,293.00,0.101325,6.24,1950,2,1.0
59853,H36 Li2 N4 O38 V10,833.10,1,1223.5560,293.00,0.101325,2.44,2004,5,10.0
183577,H44.9 Ca1.1 Na2.9 O50 V10,2026.68,2,1465.3682,293.00,0.101325,2.40,2011,5,10.0
644855,N1 V1,70.44,4,64.9470,293.00,0.101325,6.12,1968,2,1.0
183578,H44 Al1 Na3 O50 V10,1053.06,1,1449.6520,293.00,0.101325,2.29,2011,5,10.0
644852,N0.98 V1,70.60,4,64.6669,293.00,0.101325,6.08,1984,2,1.0
644853,N1 V1,70.72,4,64.9470,293.00,0.101325,6.10,1985,2,1.0
644858,N1 V1,70.70,4,64.9470,293.00,0.101325,6.10,1978,2,1.0
261966,Mo0.5 O7.25 V1.5 Zr1,705.06,4,331.5928,400.00,0.101325,3.12,2011,4,1.5
644859,N1 V1,70.80,4,64.9470,293.00,0.101325,6.09,1978,2,1.0
644856,N1 V1,70.44,4,64.9470,293.00,0.101325,6.12,1960,2,1.0
644857,N1 V1,70.14,4,64.9470,293.00,0.101325,6.15,1975,2,1.0
644862,N1 V1,70.70,4,64.9470,293.00,0.101325,6.10,1972,2,1.0
409757,Ca2 Fe1.66 O5 V0.34,446.90,4,270.1856,294.00,0.101325,4.02,2004,4,0.34
628476,Cu3 Nb0.4 S4 V0.6,160.72,1,386.6340,293.00,0.101325,3.99,1980,4,0.6
261964,Mo0.5 O7.25 V1.5 Zr1,702.48,4,331.5928,200.00,0.101325,3.14,2011,4,1.5
644861,N0.087 V1,28.58,2,52.1586,293.00,0.101325,6.06,1974,2,1.0
261965,Mo0.5 O7.25 V1.5 Zr1,704.23,4,331.5928,298.00,0.101325,3.13,2011,4,1.5
644866,N0.2 V0.6 Zn0.4,288.28,20,59.5134,293.00,0.101325,6.86,1964,3,0.6
644867,N1 V2.5 Zr3.5,1793.61,16,460.6270,293.00,0.101325,6.82,1967,3,2.5
644864,N0.88 V1,70.69,4,63.2662,293.00,0.101325,5.94,1987,2,1.0
644865,N1 V1,70.75,4,64.9470,293.00,0.101325,6.10,1977,2,1.0
17099,Mo2.95 O12 Sc1.924 V0.05 Zr0.076,2424.80,8,570.9938,300.00,0.101325,3.13,2020,5,0.05
50721,Bi4 Ni0.3 O10.45 V1.7,237.99,1,1107.3206,293.00,0.101325,7.73,1999,4,1.7
17098,Mo2.878 O12 Sc1.74 V0.122 Zr0.26,1213.93,4,576.2656,100.00,0.101325,3.15,2020,5,0.122
628489,Cu3 Nb0.5 Se4 V0.5,176.46,1,578.4150,295.00,0.101325,5.44,1961,4,0.5
78510,Hg1 O14 P4 V2,258.15,1,650.3360,293.00,0.101325,4.18,1994,4,2.0
78511,O14 P4 Pb1 V2,259.01,1,656.9360,293.00,0.101325,4.21,1994,4,2.0
59881,Ba3 O24 P6 V4,965.16,2,1185.5760,293.00,0.101325,4.08,2004,4,4.0
261994,Cl6 Cs11 Na3 O36 V15,1388.30,1,3083.7440,293.00,0.101325,3.69,2011,5,15.0
15836,Cu1 Li1 O4 V1,287.33,4,185.4250,293.00,0.101325,4.29,1966,4,1.0
50746,Fe1 S4 V2,214.55,2,285.9860,1.90,0.101325,4.43,1999,3,2.0
50747,Bi3.2 O10 Sb0.8 V2,470.13,2,1028.0060,293.00,0.101325,7.26,1999,4,2.0
50748,Bi4 O10.5 V2,472.93,2,1105.7895,293.00,0.101325,7.77,1999,3,2.0
50749,Bi4 O11 Sb0.8 V1.2,473.97,2,1170.4370,293.00,0.101325,8.20,1999,4,1.2
160194,O3.7 Sc1 V1,122.74,2,155.0963,293.00,0.101325,4.20,2007,3,1.0
160195,In1 O3.54 V1,123.98,2,222.3965,293.00,0.101325,5.96,2007,3,1.0
50760,H1 Na3 O9 P2 V1,373.96,2,326.8490,293.00,0.101325,2.90,1999,5,1.0
59901,C16 H48 N4 O18 S4 V2,1719.44,2,814.7060,295.00,0.101325,1.57,2004,6,2.0
50765,O5 Pb0.3 V2,538.90,6,244.0320,293.00,0.101325,4.51,1999,3,2.0
50766,O5 Pb0.304 V2,1077.80,12,244.8608,293.00,0.101325,4.53,1999,3,2.0
99924,Fe0.75 Mo1 O6 Sr2 V0.25,242.91,2,421.7965,2.00,0.101325,5.77,2004,5,0.25
11103,H40 O56 U6 V6 Y2,2416.43,2,2847.8940,293.00,0.101325,3.91,2019,5,6.0
11102,H44 Nd2 O58 U6 V6,2501.54,2,2994.5940,293.00,0.101325,3.98,2019,5,6.0
99926,Fe0.75 Mo1 O6 Sr2 V0.25,494.93,4,421.7965,500.00,0.101325,5.66,2004,5,0.25
11101,H12 La2 O42 U6 V6,1794.60,2,2695.6940,363.00,0.101325,4.99,2019,5,6.0
99925,Fe0.75 Mo1 O6 Sr2 V0.25,244.37,2,421.7965,300.00,0.101325,5.73,2004,5,0.25
11100,H40 La2 O56 U6 V6,2484.61,2,2947.9040,293.00,0.101325,3.94,2019,5,6.0
253648,H166 As14 Ca11 O185 V24,8263.37,2,5839.4630,293.00,0.101325,2.35,2016,5,24.0
253649,H156 As14 Ca12 Na1 O180 V24,7828.85,2,5812.4580,293.00,0.101325,2.47,2016,6,24.0
59910,Cs1 P2 S7 V1,545.23,2,470.2380,293.00,0.101325,2.86,2005,4,1.0
17126,H8 N2 O16 V7,676.79,2,648.6420,298.00,0.101325,3.18,2020,4,7.0
253647,H156 As14 Ca11 O180 V24,17187.85,4,5749.3880,293.00,0.101325,2.22,2016,5,24.0
15901,Cl2 V1,65.43,1,121.8400,293.00,0.101325,3.09,1959,2,1.0
253646,H62 As7 Ca6 O82 V12,3903.86,2,2750.6140,293.00,0.101325,2.34,2016,5,12.0
78561,Co1 Li1 O4 V1,574.89,8,180.8050,293.00,0.101325,4.18,1994,4,1.0
99952,C2 H20 N6 O13 S2 V1,1675.78,4,451.2790,293.00,0.101325,1.79,2004,6,1.0
15926,Cd1 O6 V2,216.11,2,310.2740,293.00,0.101325,4.77,1969,3,2.0
15927,Mg1 O3 V1,277.69,4,123.2470,293.00,0.101325,2.95,1975,3,1.0
86635,Sb10 V5.49 Zr7.51,1873.63,4,2182.2228,293.00,0.101325,7.74,1998,3,5.49
15948,Fe0.75 O4 V1.25,121.61,2,169.5585,293.00,0.101325,4.63,1976,3,1.25
60191,C0.88 V1,578.84,32,61.5097,293.00,0.101325,5.65,1970,2,1.0
86636,Sb10 V6.52 Zr6.48,1862.99,4,2140.7344,293.00,0.101325,7.63,1998,3,6.52
60484,O1 Ti0.95 V0.05,72.62,4,64.0510,293.00,0.101325,5.86,1969,3,0.05
60485,O1 Ti0.92 V0.08,71.73,4,64.1422,293.00,0.101325,5.94,1969,3,0.08
60486,O1 V1,67.07,4,66.9390,293.00,0.101325,6.63,1969,2,1.0
60487,O1 Ti0.05 V0.95,68.47,4,66.7870,293.00,0.101325,6.48,1969,3,0.95
60488,O1 Ti0.08 V0.92,69.12,4,66.6958,293.00,0.101325,6.41,1969,3,0.92
410804,Hf10 Sb5.12 V0.88,674.51,2,2453.0872,293.00,0.101325,12.08,2000,3,0.88
78603,C1 Cu2 Hg0.57 O9.6 Sr4 V0.43,240.78,1,779.4219,293.00,0.101325,5.38,1995,6,0.43
410803,Hf10 Sb5.2 V0.8,671.83,2,2458.7520,293.00,0.101325,12.15,2000,3,0.8
93843,H2 Cd1 O18 Se3 V4,710.14,2,843.0380,173.00,0.101325,3.94,2001,5,4.0
644994,Na1 S2 V1,203.81,3,138.0580,293.00,0.101325,3.37,1974,3,1.0
86661,H100 B32 O124 V12,7709.97,2,3041.9080,293.00,0.101325,1.31,1998,4,12.0
644993,Na1 S2 V1,65.55,1,138.0580,293.00,0.101325,3.50,1974,3,1.0
86666,H6 N1 O6 P1 V1,281.46,2,197.9590,298.00,0.101325,2.34,1998,5,1.0
59961,O5 V2,159.69,2,181.8750,293.00,0.101325,3.78,2004,2,2.0
59960,O5 V2,159.69,2,181.8750,293.00,0.101325,3.78,2004,2,2.0
60511,H1 V2,250.26,8,102.8880,293.00,0.101325,5.46,1985,2,2.0
60512,D1 V2,59.70,2,103.8960,293.00,0.101325,5.78,1985,2,2.0
59963,Li3.25 O13 V6,458.08,2,536.1788,295.00,0.101325,3.89,2004,3,6.0
59962,Li3 O13 V6,463.12,2,534.4440,295.00,0.101325,3.83,2004,3,6.0
86681,Fe2 O13 V4,1111.29,4,523.4470,150.00,0.101325,3.13,1998,3,4.0
86682,Fe2 Mo0.84 O13.42 V3.16,570.51,2,567.9666,150.00,0.101325,3.31,1998,4,3.16
250239,Bi1.29 Ca7.92 Cd0.79 O28 V7,3893.99,6,1480.3658,293.00,0.101325,3.79,2004,5,7.0
250238,Bi1 Ca8.5 Cd0.5 O28 V7,3902.45,6,1410.4120,293.00,0.101325,3.60,2004,5,7.0
93883,Fe1 La1 O6 Sr1 V1,474.92,4,429.3140,293.00,0.101325,6.00,2001,5,1.0
93882,Ca1 Fe1 La1 O6 V1,462.97,4,381.7740,293.00,0.101325,5.48,2001,5,1.0
17191,O4 Tm1 V1,314.99,4,283.8660,293.00,0.101325,5.99,2020,3,1.0
17192,O4 Tm1 V1,279.14,4,283.8660,295.00,0.101325,6.75,2020,3,1.0
243662,V1,27.77,2,50.9400,293.00,0.101325,6.09,2016,1,1.0
93886,H2 F6 O1 V2,1145.63,8,233.8950,293.00,0.101325,2.71,2001,4,2.0
93889,O8 P2 Pb1 V1,612.93,4,448.0620,294.00,0.101325,4.86,2001,4,1.0
59989,Cu0.63 O5 V2,532.32,6,221.9115,293.00,0.101325,4.15,2005,3,2.0
61068,S4.36 Se3.64 Tl0.82 V5,509.88,2,849.4968,295.00,0.101325,5.53,1986,4,5.0
61079,H12 N3 S4 V1,950.46,4,233.3130,293.00,0.101325,1.63,1985,4,1.0
61085,F4 O1 Rb2 V1,525.34,4,313.8790,293.00,0.101325,3.97,1985,4,1.0
183769,Cr1.65 Cu1 Se4 V0.22,1104.58,8,476.3968,293.00,0.101325,5.73,2012,4,0.22
183770,Cr1.49 Cu1 Se4 V0.45,1104.58,8,479.7930,293.00,0.101325,5.77,2012,4,0.45
183768,Cr1.79 Cu1 Se4 V0.08,1105.06,8,476.5452,293.00,0.101325,5.73,2012,4,0.08
60070,La5 O7 S6 V3,705.21,2,1151.7470,293.00,0.101325,5.42,1985,4,3.0
78716,Ba0.5 S8 V5,472.01,2,579.8820,293.00,0.101325,4.08,1995,3,5.0
427993,H4 Co7 O19 V4,736.11,2,924.2830,293.00,0.101325,4.17,2015,4,4.0
262111,Al1.82 Be2.82 K0.01 Mg0.2 Na0.03 O18 Si6 V0.16,680.24,2,545.1085,293.00,0.101325,2.66,2011,8,0.16
78724,Ba2 Cu2.88 O6.94 V0.12 Y0.9,172.53,1,654.8644,293.00,0.101325,6.30,1995,5,0.12
262112,Al2.14 Be1.06 Fe0.1 K0.03 Mg1.76 Na0.08 O18 Si5.8 V0.14,739.66,2,576.6851,293.00,0.101325,2.59,2011,9,0.14
78725,Ba2 Cu2.82 O6.79 V0.189 Y0.85,172.78,1,647.7211,293.00,0.101325,6.23,1995,5,0.189
86775,Li2 O5 Si1 V1,180.42,2,172.8990,293.00,0.101325,3.18,1998,4,1.0
170009,C4 H12 N1 O7 V3,1020.08,4,338.9600,293.00,0.101325,2.21,1997,5,3.0
86776,Ge0.5 Li2 O5 Si0.5 V1,186.15,2,195.1510,293.00,0.101325,3.48,1998,5,1.0
86777,Ge1 Li2 O5 V1,190.08,2,217.4030,293.00,0.101325,3.80,1998,4,1.0
170007,C16 H72 Li2 N4 O40 V10,1317.60,1,1484.0180,293.00,0.101325,1.87,1997,6,10.0
423473,H26 As8 N4 O45 V12,2274.40,2,2012.8310,293.00,0.101325,2.94,2011,5,12.0
183797,Ca1 Cu2.3 Fe0.7 O12 V4,389.83,2,621.0880,293.00,0.101325,5.29,2011,5,4.0
170014,C18 H59.6 N4 O32.8 V10,2362.48,2,1366.4700,295.00,0.101325,1.92,1998,5,10.0
86787,K1 Nb0.5 O5 P1 V0.5,897.80,8,221.9900,293.00,0.101325,3.28,1998,5,0.5
645127,Nb1 Ni1 V1,168.96,4,202.5600,293.00,0.101325,7.96,1961,3,1.0
428836,Co0.73 La1 O2.97 V0.27,234.26,4,243.1997,300.00,0.101325,6.90,2015,4,0.27
86793,Ba1 Se2.981 V1,248.08,2,423.6598,293.00,0.101325,5.67,1998,3,1.0
86794,Ba1 S1 Se2 V1,237.04,2,378.2640,293.00,0.101325,5.30,1998,4,1.0
170028,C2 H10 O10 V1,877.77,4,245.0320,293.00,0.101325,1.85,2000,4,1.0
86795,Ba1 S2 Se1 V1,227.96,2,331.3680,293.00,0.101325,4.83,1998,4,1.0
86796,Ba1 S2.955 V1,218.91,2,283.0291,293.00,0.101325,4.29,1998,3,1.0
86797,Ba1 Se2.986 V1,496.22,4,424.0546,293.00,0.101325,5.68,1998,3,1.0
86798,Ba0.939 K0.061 Se2.851 V1,496.33,4,407.4023,293.00,0.101325,5.45,1998,4,1.0
86799,Ba0.92 K0.08 Se2.902 V1,496.09,4,409.5627,293.00,0.101325,5.48,1998,4,1.0
86800,Ba0.829 K0.171 Se2.907 V1,495.82,4,401.0177,293.00,0.101325,5.37,1998,4,1.0
86801,Ba0.531 K0.469 Se2.352 V1,495.75,4,327.9194,293.00,0.101325,4.39,1998,4,1.0
183820,Ca1 Co1 Cu2 O12 V4,389.26,2,621.8580,293.00,0.101325,5.31,2011,5,4.0
195584,C84 Cl29.58 O0.14 V0.47,13701.90,8,2083.7167,100.00,0.101325,2.02,2015,4,0.47
183819,Cu3 O12 Tm0.838 V4,386.27,2,727.9613,293.00,0.101325,6.26,2011,4,4.0
183826,H6 K1 O9 Se1 V1,403.34,2,319.0390,293.00,0.101325,2.63,2011,5,1.0
160436,H7.66 O12.33 P1 V2.5,4184.96,12,363.3090,293.00,0.101325,1.73,2006,4,2.5
183825,H2 K1 O7 Se1 V1,602.29,4,283.0090,293.00,0.101325,3.12,2011,5,1.0
60364,F12 Li3 Na3 V2,1910.78,8,419.6670,293.00,0.101325,2.92,1967,4,2.0
86819,Cr1.71 S4 V1.1,223.24,2,273.2100,293.00,0.101325,4.06,1998,3,1.1
86820,Cr1.46 S4 V1.44,222.59,2,277.5296,293.00,0.101325,4.14,1998,3,1.44
86821,Cr0.99 S4 V1.8,219.27,2,271.4280,293.00,0.101325,4.11,1998,3,1.8
86822,Cr0.19 S4 V2.49,215.67,2,264.9766,293.00,0.101325,4.08,1998,3,2.49
262130,C5 H32 N15 O28 Pt1 V9,3632.66,4,1403.9380,147.00,0.101325,2.57,2011,6,9.0
86824,H1 O5 P1 V1,337.53,4,162.9130,293.00,0.101325,3.21,1998,4,1.0
183845,O19 Rb4 S4 V2,945.42,2,875.9970,293.00,0.101325,3.08,2011,4,2.0
183846,Cs4 O19 S4 V2,1014.34,2,1065.7570,293.00,0.101325,3.49,2011,4,2.0
183844,K4 O19 S4 V2,881.77,2,690.5170,293.00,0.101325,2.60,2011,4,2.0
183842,Cu3 O12 Sm0.78 V4,388.35,2,703.6710,293.00,0.101325,6.02,2011,4,4.0
94014,H6 O10 V3,441.83,2,318.8580,293.00,0.101325,2.40,2001,3,3.0
160464,H6 Cu1 O11 V2 Zn2,226.01,1,478.2070,293.00,0.101325,3.51,2008,5,2.0
160465,H6 Cu1.5 O11 V2 Zn1.5,227.44,1,477.2970,293.00,0.101325,3.48,2008,5,2.0
61088,Br2 N3 S2 V1,323.73,2,316.8890,298.00,0.101325,3.25,1985,4,1.0
645178,Nb1 P1 V1,180.66,4,174.8200,293.00,0.101325,6.43,1988,3,1.0
645179,Nb3 P2 V3,486.10,4,493.4900,293.00,0.101325,6.74,1988,3,3.0
94034,H5.86 O10.93 V2 Zn3,229.85,1,478.7660,293.00,0.101325,3.46,2001,4,2.0
262178,C2 H6 O7 S2 V1,828.90,4,257.1310,153.00,0.101325,2.06,2011,5,1.0
262179,C4 H12 O15 S4 V2,1563.68,4,530.2610,153.00,0.101325,2.25,2011,5,2.0
183877,F1 Li2 O4 P1 V1,374.53,4,178.7840,293.00,0.101325,3.17,2011,5,1.0
183878,F1 O4 P1 V1,318.99,4,164.9060,293.00,0.101325,3.43,2011,4,1.0
16279,Cs1 O5 V2,540.32,4,314.7850,293.00,0.101325,3.87,1971,3,2.0
183876,F1 Li1 O4 P1 V1,174.31,2,171.8450,293.00,0.101325,3.27,2011,5,1.0
61124,H48 Na12 O66 V18,6622.17,4,2297.1180,293.00,0.101325,2.30,1985,4,18.0
195605,H10 O28 S5 Tl4 V3,2509.44,4,1588.6720,293.00,0.101325,4.21,2015,5,3.0
291933,Fe2 Sn1 V1,211.60,4,281.3300,293.00,0.101325,8.83,1983,3,1.0
195604,H2 O10 S2 Tl2 V1,478.60,2,685.8140,293.00,0.101325,4.76,2014,5,1.0
612451,Au1 V3,116.21,2,349.7900,293.00,0.101325,10.00,1956,2,3.0
94073,O14.75 Pb3.5 V4.51,359.59,1,1190.8897,293.00,0.101325,5.50,2001,3,4.51
94072,O5.96 Pb2.667 V1.333,161.61,1,715.8328,293.00,0.101325,7.36,2001,3,1.333
628842,Cu3 S2 Se2 V1,164.57,1,463.6380,295.00,0.101325,4.68,1961,4,1.0
612456,Au1 V3,116.21,2,349.7900,293.00,0.101325,10.00,1975,2,3.0
16303,Li1 S2 V1,60.74,1,122.0070,293.00,0.101325,3.34,1971,3,1.0
612459,Au1 V3,116.21,2,349.7900,293.00,0.101325,10.00,1960,2,3.0
612458,Au1 V1,63.33,2,247.9100,293.00,0.101325,13.00,1960,2,1.0
262210,O21 Pb4 Se6 V2,3979.09,8,1740.3790,296.00,0.101325,5.81,2012,4,2.0
612460,Au4 V1,163.02,2,838.8200,293.00,0.101325,17.09,1960,2,1.0
75298,As3.84 Cu26 S32 Sn2.16 V2,1198.11,1,3324.2912,293.00,0.101325,4.61,1994,5,2.0
262206,H4 Ca2 O15 Se3 V2,1270.00,4,662.9370,296.00,0.101325,3.47,2012,5,2.0
